No,Tgl_Iklan,Urt,Harga_Juta,Kota,LT_m,LB_m,KT,KM,KTP,KMP,Carport,Garasi,Listrik_Watt,Surat,Judul,Deskripsi
- Lokasi Strategis dekat ke Pusat CBD dan Kuliner Alam Sutera
- Dekat Kampus BINUS, UBM, dan SGU
- Cluster Hijau banyak pepohonan ( bersih, modern, dan asri) dan dekat Tol Jorr II (tol bandara)

Luas Tanah 240 m2 , Luas Bangunan 243 m2. 4+1 Kamar Tidur - Bangunan 2 Lantai.

Siap-siap harga naik setelah Tol Jorr II Alam Sutera-Bandara Soekarno Hatta Jadi !

Info Lengkap dan Survey Hub :
Beni Grusnady 087885531998

Ready to serve you anytime, serve with love :)

Pelayanan terbaik hanya untuk ANDA :))
Rumah Murah Siap Huni di Cluster @ Alam Sutera

Cluster di Alam Sutera, Kawasan Hijau Lokasi Strategis di Pusat Kuliner dan CBD Alam Sutera Tangerang.

Keunggulan Cluster :
- Lokasi Strategis dekat ke Pusat CBD dan Kuliner Alam Sutera
- Dekat Kampus BINUS, UBM, dan SGU
- Cluster Hijau banyak pepohonan ( bersih, modern, dan asri) dan dekat Tol Jorr II (tol bandara)

Luas Tanah 240 m2 , Luas Bangunan 243 m2. 4+1 Kamar Tidur - Bangunan 2 Lantai.

Siap-siap harga naik setelah Tol Jorr II Alam Sutera-Bandara Soekarno Hatta Jadi !

Info Lengkap dan Survey Hub :
Beni Grusnady 087885531998

Ready to serve you anytime, serve with love :)

Pelayanan terbaik hanya untuk ANDA :))
"
69,1-Apr-21,https://www.rumah123.com/properti/tangerang/hos7932243/,6501,Tangerang ,144,277,5,5,1,1,1,0,5500,SHM,RUMAH MARMER &LIFT SEMI FURNISHED HARGA TERBAIK DI ALAM SUTERA,"RUMAH SPEKSIFIKASI MARMER DAN LIFT SEMI FURNISHED DI ALAM SUTERA dengan HARGA TERBAIK

@Sutera Winona Alam Sutera Tangerang

Spech Tinggi dan Mewah dengan Tile Marmer, Design ""American Classic Style""

LOKASI TERBAIK DI ALAM SUTERA !!
- Dekat Akes Tol Jakarta Tangerang , IKEA, De Calthon
- Dekat Universitas ( Binus, UBM, SGU)
- Selangkah Ke Pusat Perbelanjaan dan Pasar Tradisional serta Kulineran , RS OMNI, Mercure Hotel

TIPE WALACE
UK.8X18
LT : 144
LB : 277
Kamar Tidur 5+1
Powder Room 2
Study Room 1
Hadap : Selatan & Utara
- Bangunan 3 Lantai

Furnished :
- Kicthen Set By Toto
- AC Di Setiap Kamar
- Smarthome
- Canopy
- Maintenance 12x
- Smartdoor

Optional Menggunakan Lift

INFO DETAIL :
Donna Thia
Call/WA ; 08118885554 Www.donnathiapro.agent.co.id"
70,1-Apr-21,https://www.rumah123.com/properti/tangerang/hos7956211/,3075,Tangerang ,128,138,4,3,1,1,1,0,2200,SHM,"RUMAH MEWAH 2 LANTAI HADAP TIMUR, HARGA TERBAIK, FURNISHED,Alam Sutera,Tangerang","Rumah Mewah 2 Lantai, Harga Terbaik , FURNISHED di Alam Sutera,Tangerang

Lokasi di Green Tunel Alam Sutera, dengan Banyak Penghijauan di Sepanjang Jalan
Daerah Strategis dekat dengan :
- Mall Alam Sutera , Universitas, Perkantoran
- Akses Tol Jakarta Tangerang, IKEA
- Mall Living World, Flavor Bliss,Pasar 8 Tradisional

Tipe Lotus :
LT : 124
LB : 138
-Bangunan 2 Lantai
Hadap : Timur
( club house tinggal jalan kaki)
halaman belakang luas

Furnished:
- Kitchen Set By TOTO
- CCTV
- AC
- Solar Water Heater

Info Detail:
Donna Thia
081990000338"
71,1-Apr-21,https://www.rumah123.com/properti/tangerang/hos5923436/,1700,Tangerang ,80,130,3,3,1,1,0,1,0,"PPJB,Girik,Adat,dll",Rumah Murah Dijamin Untung Cluster Karelia di Gading Serpong,"Dijual Rumah Murah Jual Rugi Dijamin Untung di Cluster Karelia di Gading Serpong Tangerang.

Luas Tanah : 80 m2 (8x10).
Luas Bangunan : 130m2
Lantai : 2.
Kamar Tidur : 3+1
Kamar Mandi : 3+1
PPJB siap AJB.

Lokasi sangat strategis :
*Lokasi dekat RS Betsaida
*UMN Gading Serpong
*Giant Gading Serpong

Hubungi :
Martha
087871235559
Harcourts Realty
(Harcourt adalah agen property dr New Zealand yang berdiri sejak 1888 dan telah berkembang menjadi salah satu agen property terbesar di dunia)."
72,1-Apr-21,https://www.rumah123.com/properti/tangerang/hos8108664/,4287,Tangerang ,200,193,4,3,1,1,1,0,2200,SHM,"Rumah Siap Huni dengan Harga Terbaik dan Jujur, Rumah Favorite di Sutera Victoria Alam Sutera,Tangerang","Rumah Terfavorite Dan Terlaris di Sutera Victoria , Harga Terbaik dan Jujur di Alam Sutera

Lokasi dekat dengan Universitas Binus , Mall Alam Sutera, IKEA, De Calthon, Exit Tol Jakarta

Tipe Naia+ ( 8x25)
- LT : 200 LB : 193
bangunan 2 lantai
posisi : badan
hadap : selatan
4+1 Kamar Tiudr
4+1 Kamar Mandi

Semi Furnished :
- Kitchen Set By TOTO
- CCTV
- Solar Water Heater
- Shower Screen
- Maintenance 12 bl

Info Detail :
donna thia
08118885554
inhouse alam sutera"
73,1-Apr-21,https://www.rumah123.com/properti/tangerang/hos8111720/,750,Tangerang ,60,120,3,2,0,0,0,1,2200,SHM,Rumah murah cantik minimalis siap huni,"di jual melalui lelang Objek yang di lelang:
1 (satu) bidang tanah sesuai SHGB Nomor 474/Kenanga, luas 60 m, berikut bangunan diatasnya, terletak di Kelurahan Kenanga, Kecamatan Cipondoh, Kota Tangerang, Propinsi Banten, setempat dikenal dengan Perumahan Griya Kenanga, Jalan Kenanga 9 Blok AA No.29. Harga 750 juta"
74,1-Apr-21,https://www.rumah123.com/properti/tangerang/hos8111135/,320,Tangerang ,50,50,2,1,0,0,0,0,2200,SHM,Termurah Rumah cipondoh makmur Poris indah semi furnish siap huni lokasi strategis,"Dekat sekolahan                              Dekat pasar
Dekat jalan to
Dekat kullneran"
75,1-Apr-21,https://www.rumah123.com/properti/tangerang/hos8100429/,2100,Tangerang ,105,150,3,3,1,0,1,0,2200,SHM,di rumah 2 lantai Cipondoh tangerang,"Di Jual Rumah 2 Lantai
Sertifikat Hak Milik
Luas Tanah 105 Meter
Luas Tanah 7x15
Bangunan 150 Meter Kurang Lebih
Kamar Tidur 3+1
Kamar Mandi 3
Listrik 2200 Watt
Air Pam Penampungan bawah
Penampungan atas Toren
Lokasi Strategis Depan Holland Bakery
Rumah Depan Taman Bermain anak2
Rumah sudah Semi Furnish, yg
Nempel tidak di bawa.
Kitchen Set dan Kompor Elextrolux
Ac 4 unit
Lemari Pakaian kamar utama Nempel
Lemari Pakaian kamar anak Nempel
Sofa
Harga Rp.2.100.000.000 nego"
76,1-Apr-21,https://www.rumah123.com/properti/tangerang/hos8110123/,1200,Tangerang ,96,70,2,1,0,0,0,0,4400,SHM,"Rumah Terawat Di Simprug Poris, Tangerang, Lokasi Strategis (Shr)","LT : 8x12 (96)							
LB : 70							
SHM							
2 K. Tidur							
1 K. Mandi							
PLN 4.400w							
1 Unit AC							
SHM							
PAM, Jet Pump							
Satelit 70m							
Platfon 4 meter							
Keramik ALbatros Blue							
							
							
Fasilitas :							
- Stasiun kereta, 20 menit ke Jakarta dengan kereta. Kereta langsung ke bandara.							
- Terminal bus Antar kota,busway sampai Central Park - Terminal.Poris Plawad.							
- Jalan toll Green Lake							
- Banyak Kuliner, Hokben, Holland Bakery, Pizza Hut Delivery.							
- Apotek K24, Apotek Kimia Farma, Guardian, Century.							
- Akses Fasilitas umum : Bank, Sekolah, pasar, Supermarket, minimarket, Mall, Rumah Sakit, sport club, kolam renang. Pom Bensin							
- Ke Kalideres hanya 4,5 km dari daerah Cipondoh Poris.							"
77,1-Apr-21,https://www.rumah123.com/properti/tangerang/hos8104776/,2250,Tangerang ,105,105,3,3,0,0,0,1,4400,"Lainnya (PPJB,Girik,Adat,dll)",Rumah Mentland Puri Cipondoh Tangerang,"For Sale

Rumah Mentland Puri Cipondoh Tangerang
Lokasi
Metland Puri
Perbatasan Jakarta Barat sama Tangerang

Luas tanah 105 m2 (7x15m)
Luas bangunan 105 m2
2 lantai

3 kamar tidur
3 kamar mandi"
78,1-Apr-21,https://www.rumah123.com/properti/tangerang/hos8110001/,1600,Tangerang ,66,95,3,2,0,0,0,1,0,PPJB,Rumah 2 Lantai Green Village Boulevard Type Hokaido di Cipondoh Tangerang (ANY),"LT/LB : 6 x 11 ( 66 / 95 m2 )
3 K. Tidur
2 K. Mandi
PPJB
Hdp Selatan

keamanan 24 jam
bebas banjir
lokasi ok"
79,1-Apr-21,https://www.rumah123.com/properti/tangerang/hos8109987/,1100,Tangerang ,48,75,2,2,0,0,0,1,0,PPJB,Rumah Green Village Type Tokyo di Cipondoh Tangerang (ANY),"LT/LB : 4 x 12 ( 48 / 75 m2 )
2 K. Tidur
2 K. Mandi
PPJB
Hdp Utara

keamanan 24 jam
bebas banjir
lokasi ok"
80,1-Apr-20,https://www.rumah123.com/properti/tangerang/hos8108425/,5500,Tangerang ,582,200,4,4,0,0,0,1,3500,SHM,"Rumah Asri &amp; Nyaman Di Irigasi Sipon, Cipondoh, Tangerang (Swd)","LT : 582
LB : 200
4 K. Tidur
4 K. Mandi
SHM
PLN 3.500w

Lokasi sangat strategis dekat dengan Poris Indah.
Dekat dengan Green Lake City.
Dekat dengan Kosambi Baru dan Puri Indah.
Dekat Stasiun Poris juga Terminal Bus.
Dekat dengan berbagai fasilitas publik seperti sekolah,
rumah ibadah, dan rumah sakit.
Strategis ke arah Metland City!"
81,31 maret 2021,https://www.rumah123.com/properti/tangerang/hos8103438/,800,Tangerang ,78,60,3,2,0,0,1,0,2200,SHM,Rumah Cantik 2 lantai,"Lokasi hanya berjarak 13 Menit ke
PUsat Bisnis dan perkantoran

* lippo supermal karawaci, campus UPH, SPH, Siloam Hospital, Tol karawaci, RS Qodar
* Serpong, Campus UNM, RS Best sida, Sumarecon mall, Al Azhar
* Citra Raya, campus Esa unggul,

10 menit ke Campus stpi ( Sekolah Tinggi Penerbangan idonesia)

FASILITAS di Kawasan Aryana karawaci
* Area komersial
* Aryana Aquaplay
* Pasar be"
82,31 maret 2021,https://www.rumah123.com/properti/tangerang/hos7656654/,4287,Tangerang ,200,193,5,4,1,1,1,0,4400,SHM,SIAP HUNI ! HARGA TERBAIK RUMAH TERLARIS SUTERA VICTORIA ALAM SUTERA TIPE NAIA,"2 Menit Menuju *MALL LIVING WORLD* , *THE FLAVOR BLISS*, & *PASAR DELAPAN*

2 Menit Menuju *MALL ALAM SUTERA* & *CBD*

2 Menit Menuju *IKEA* & *DIRECT TOLL JAKARTA*

*Tipe Naia+ *
LT 200 m2
LB 193 m2
2 Lantai
Badan
4+ 1 Kamar Tidur
4 + 1 Kamar Mandi


Kondisi Semi Furnished:
- Kitchen Set By Toto ( Kompor Gas by Franke, Sink Franke - Lemari Atas dan Bawah)
- CCTV 3 Titik
- AC
- Solar Water Heater
- Maintenance 1 Tahun"
83,31 maret 2021,https://www.rumah123.com/properti/tangerang/hos6042332/,3075,Tangerang ,128,138,4,3,1,1,1,0,2200,SHM,CUMA 1 UNIT ! HADAP TIMUR ! UNIT LANGKA ! BISA PARKIR BANYAK MOBIL ! Rumah Modern di Cluster Feronia Alam Sutera Tangerang - Lokasi Strategis di Kawasan Hijau Alam Sutera Tangerang,"Cluster Feronia @ Alam Sutera

Cluster di Alam Sutera, Kawasan Hijau Lokasi Strategis di Pusat Kuliner dan CBD Alam Sutera Tangerang.

Keunggulan Cluster Feronia :
- Lokasi Strategis dekat ke Pusat CBD dan Kuliner Alam Sutera
- Dekat Kampus BINUS, UBM, dan SGU
- Cluster Hijau banyak pepohonan ( bersih, modern, dan asri) dan dekat Tol Jorr II (tol bandara)

Feronia Tipe Lotus Sdt
Luas Tanah 124 m2 , Luas Bangunan 138 m2.
4+1 Kamar Tidur - Bangunan 2 Lantai.

Hadap Timur Paling Favorit Banyak Dicari Karena Hadap Matahari Pagi !

Siap-siap harga naik setelah Tol Jorr II Alam Sutera-Bandara Soekarno Hatta Jadi !

Info Lengkap dan Survey Hub :
Beni Grusnady 087885531998

Ready to serve you anytime, serve with love :)

Pelayanan terbaik hanya untuk ANDA :))"
84,30 Maret 2021,https://www.rumah123.com/properti/tangerang/hos8097381/,450,Tangerang ,60,36,2,1,0,0,1,0,1300,SHM,rumah murah di cluster batavia terrace grand batavia pasar kemis siap huni,"kondisi rumah:
- masih baru (belum pernah dihuni)
- sudah direnovasi
- siap huni

lokasi:
- perumahan grand batavia pasar kemis
- cluster batavia terrace
- security 24 jam
- dekat batavia splash water adventure
- dekat cbd grand batavia
- lokasi terjamin bebas banjir, dll."
85,30 Maret 2021,https://www.rumah123.com/properti/tangerang/hos8094794/,1300,Tangerang ,71,70,3,3,0,0,1,0,2200,SHM,** BRAND NEW ** Rumah MINIMALIS Graha Raya,"Di Jual Cepat Rumah 2 Lantai siap huni cluster Fortune essence Graha Raya Bintaro Tangerang

**SALE ** HARGA 1,3 M (NEGO)

Type Daisy
Luas Tanah : 70
Luas Banguan : 71
Kamar Tidur : 3
Kamar Mandi : 2
Listrik.2200 watt
Sertifikat : SHM

Selling point:
Lokasi strategis
Terdekat pasar modern Graha raya Bintaro
Rs permata ibu
Selangkah ke ci ledug
shopping center Graha raya

Ayoo segera survey sebelum Terlambat Hubungi :
Reni
087881457066
Duta Mega Property
Terimakasih
"
86,30 Maret 2021,https://www.rumah123.com/properti/tangerang/hos5207303/,500,Tangerang ,60,50,3,2,0,0,1,0,1300,SHM,Rumah Graha Raya Rumah Murah Akses Strategis,"Rumah 2 Lantai Bisa Costem Sesuai Keinginan

* Akses :
- 3 Menit Rencana Stasiun MRT Benda Baru
- 5 Menit Tol BSD
- 10 Menit Stasiun KA Rawa Buntu
- 10 Menit Shettle Bus DAMRI

* Fasilitas :
- 3 Menit WaliKota Tanggerang Selatan
- 3 Menit Rs Permata Pamulang
- 3 Menit Sekolah Al Zahra
- 10 Menit Pasar Moderen BSD
- 10 Menit Lotte Mart

Info :
Wawan (0812 8420 9505 wa)."
87,30 Maret 2021,https://www.rumah123.com/properti/tangerang/hos7810282/,300,Tangerang ,92,60,2,1,0,0,1,0,0,SHM,"Rumah di Wilayah Poris, Kota Tangerang","Spesifikasi :
SHM
LT. 92 M2 / LB. 60 M2
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Ruang Tamu
Dapur
Parkiran Motor

Keunggulan Lainnya:
Berjarak tempuh 5 Menit dengan Terminal Bus Poris
Berjarak tempuh 10 Menit dengan Stasiun Kereta Poris
Berjarak tempuh 5 Menit dengan Stasiun Kereta Batu Ceper
Berjarak tempuh 10 Menit dengan Pasar Induk Daerah Tanah Tinggi"
88,30 Maret 2021,https://www.rumah123.com/properti/tangerang/hos5207303/,500,Tangerang ,60,50,3,2,0,0,1,0,1300,SHM,Rumah Graha Raya Rumah Murah Akses Strategis,"Rumah 2 Lantai Bisa Costem Sesuai Keinginan

* Akses :
- 3 Menit Rencana Stasiun MRT Benda Baru
- 5 Menit Tol BSD
- 10 Menit Stasiun KA Rawa Buntu
- 10 Menit Shettle Bus DAMRI

* Fasilitas :
- 3 Menit WaliKota Tanggerang Selatan
- 3 Menit Rs Permata Pamulang
- 3 Menit Sekolah Al Zahra
- 10 Menit Pasar Moderen BSD
- 10 Menit Lotte Mart

Info :
Rumah 2 Lantai Bisa Costem Sesuai Keinginan

* Akses :
- 3 Menit Rencana Stasiun MRT Benda Baru
- 5 Menit Tol BSD
- 10 Menit Stasiun KA Rawa Buntu
- 10 Menit Shettle Bus DAMRI

* Fasilitas :
- 3 Menit WaliKota Tanggerang Selatan
- 3 Menit Rs Permata Pamulang
- 3 Menit Sekolah Al Zahra
- 10 Menit Pasar Moderen BSD
- 10 Menit Lotte Mart

Info :
"
89,30-Mar-21,https://www.rumah123.com/properti/tangerang/hos7762479/,585,Tangerang ,60,60,2,1,0,0,0,0,1300,SHM,RUMAH MURAH BAGUS Poris Indah LT 61 free 2Ac,"RUMAH MURAH Poris Indah Cipondoh luas tanah 61. 1 tingkat. 2kt,1km..Free 2,Ac. Fasilitas : kereta ,kereta langsung ke bandara, toll, terminal bus antar kota, busway, kuliner, bank, sekolah, pasar, mall,supermarket, rumah sakit, sport club, kolam renang,rumah ibadah. Masih perbatasan dengan Kalideres. Untuk survei hub sehari sebelumnya. KPR siap di bantu. UNTUK LIHAT IKLAN LAIN BISA BUKA WEBSITE wirawanpramono.agenproperti123.com .Terima titip jual beli sewa Property."
90,29 maret 2021,https://www.rumah123.com/properti/tangerang/hos8091763/,1800,Tangerang ,128,98,3,2,1,1,1,0,2200,SHM,Rumah Nyaman Cluster Monaco Gading Serpong,"Dijual Cepat, Rumah di Monaco Village, Gading Serpong, Tangerang



Luas tanah : 128 m2 (8x16)

Luas bangunan : 98 m2

2 lantai

Kamar tidur : 3+1

Kamar mandi : 2+1

Hadap : Barat Laut

Sertifikat : hak milik
"
91,29 maret 2021,https://www.rumah123.com/properti/tangerang/hos6193839/ ,7800,Tangerang ,434,400,4,4,2,1,1,1,2200,HGB,Rumah baru mewah ada halaman belakang luas di Alam Sutera,"Berada dalam kawasan perumahan mewah nyaman dan tenang dengan sistim keamanan 24 jam.
Dekat akses toll, Mall Alam Sutera, IKEA, Living World, Omny Hospital, Kampus BINUS dll

Spesifikasi sbb:

*RUMAH BARU LAVENDER ALAM Sutera
LT 434 (1627,2),
LB 400
Kt 4+2 Km 4+1
Semua Kt ada Km dalam
Garage+carport 4Mobil
Taman belakang yang luas 192m (1216)
HGB
Selatan
Harga 7.8M nego
proPpeu
"
92,29 maret 2021,https://www.rumah123.com/properti/tangerang/hos4362155/ ,4300,Tangerang ,182,200,4,3,1,1,1,0,2200,"PPJB,Girik,Adat,dll",Rumah Cantik Desain Modern di Alam Sutra,"Berlokasi di kawasan Alam Sutra yang serba lengkap, kondisi bangunan baru dan sangat bagus didukung material yang berkwalitas, ruangan kamar yang sangat besar, masih tersedia lahan kosong, dengan type rumah modern, dekat dengan, sport club, st Laurencius school, Living World, IKEA, Giant, Omni hospital, Binus School, pintu toll alam sutra serta fasilitas alam sutra lainnya...
"
93,29 maret 2021,https://www.rumah123.com/properti/tangerang/hos8084116/,1650,Tangerang ,120,100,3,2,1,1,1,0,2200,SHM,"Rumah Harga Murah di Gading Serpong, Cash Only, dekat sekolah Tarakanita, Giant, UMN","Pembayaran CASH

Didalam Cluster
Keamanan 24 Jam
Strategis dekat berbagai Fasilitas

Hub :
WA / Call 0813.1540.7530
CHRISTIN
"
94,29 maret 2021,https://www.rumah123.com/properti/tangerang/hos8054551/ ,12000,Tangerang ,480,600,5,4,1,1,1,1,5500,SHM,"Rumah Mewah berkolam renang di Alam Sutera, Dekat IKEA, Akses Tol Tangerang, Nego","Lokasi dekat akses Tol
Dekat IKEA, Mal Alam Sutera, Living World
Keamanan 24 Jam
Dalam Cluster yg Tenang, Asri dan Nyaman
Jalan Depan Lebar
Depan Club house
Kamar Tidur Besar dan Kola Renang Pribadi

Spesifikasi :
Luas Tanah 480
Luas Bangunan +/- 600
Kamar Tidur 5+1
Kamar Mandi 4+1
Full Furnished
Kolam Renang pribadi



More Info :
WA / Call 0813.1540.7530
CHRISTIN"
95,29 maret 2021,https://www.rumah123.com/properti/tangerang/hos4592924/ ,7600,Tangerang ,434,400,4,4,1,1,1,1,2200,HGB,Rumah desain modern di alam sutra,"Berlokasi di kawasan Alam Sutra yang serba lengkap, kondisi bangunan sangat bagus didukung material yang berkwalitas, ruangan kamar yang sangat besar, masih tersedia lahan kosong, dengan type rumah modern, setiap kamar ada kamar mandinya, dekat dengan, sport club, st Laurencius school, Living World, IKEA, Giant, omni hospital, Binus School, serta fasilitas alam sutra lainnya!!!"
96,25 Maret 2021,https://www.rumah123.com/properti/tangerang/hos8034107/,875,Tangerang ,55,50,2,1,0,0,0,0,3300,SHM,"Rumah Poris Indah Raya 5X11 Semi Furnished, Poris Plawad,Tangerang","Semi furnished semua baru dari th 2019 kondisi masih sangat bagus ada sbb :	
	
- 1 set ranjang Simons tipe tertinggi	
	
- 1 unit AC di kamar utama (Daikin 1PK)	
	
- Kitchen set + kompor induksi gas	
	
- Kabinet TV + android TV 40""	
	
- Water heater (ariston)	
	
- Sofa + meja	
	
- Lemari baju Tinggi custom sampai ceiling	
	
- Water booster ( tekanan air kencang)	
	
- Toilet toto	
	
- Sudah terpasang jaringan internet (wifi)	
	
- Tidak termasuk mesin cuci, kulkas, dispenser	
	
	
	
Spec rumah:	
	
- dasar rumah tinggi	
	
- aman dari banjir, Januari 2020 hanya genangan semata kaki dan cepat surut	
	
- ceiling 4 M sehingga rumah adem	
	
- lantai granit 60x60	
	
- kerangka baja ringan (bangunan dijamin bagus dan kokoh)	
	
- listrik 3300 watt token	
	
- ada tempat khusus mesin cuci	"
97,17 Maret 2021,https://www.rumah123.com/properti/tangerang/hos8044857/,820,Tangerang ,55,40,2,1,0,0,0,0,3300,SHM,Rumah satu lantai sudah renovasi di Poris kode tg 607,"BANGUNAN BARU 2017
Semi furnished semua baru dari th 2019 kondisi masih sangat bagus
1 set ranjang Simons tipe tertinggi
1 unit AC di kamar utama (Daikin 1PK)
Kitchen set + kompor induksi gas
Kabinet TV + android TV 40""
Water heater (ariston)
Sofa + meja
Lemari baju Tinggi custom sampai ceiling
Water booster ( tekanan air kencang)
Toilet toto
Sudah terpasang jaringan internet (wifi)
Tidak termasuk mesin cuci, kulkas, dispenser
Spec rumah:

- dasar rumah tinggi

- aman dari banjir, Januari 2020 hanya genangan semata kaki dan cepat surut

- ceiling 4 M sehingga rumah adem

- lantai granit 60x60

- kerangka baja ringan (bangunan dijamin bagus dan kokoh)

- listrik 3300 watt token

- ada tempat khusus mesin cuci"
98,16 maret 2021,https://www.rumah123.com/properti/tangerang/hos8008262/,575,Tangerang ,45,42,2,2,0,0,2,0,0,HGB,RUMAH 2 LANTAI DEKAT STASIUN CISAUK DAN AEON,"Perumahan serpong Golden Park 2 terletak di daerah Serpong.
Menganut sistem cluster, memiliki desain minimalis modern yang dipercantik dengan nuansa perbukitan alami.
Semua rumah
secara khusus didesain untuk menjawab permintaan konsumen belakangan ini, yaitu 2 lantai dan dilengkapi dengan 2 carport.

terletak di lokasi yang sangat strategis. Sangat dekat dengan sekolah, universitas, rumah sakit, stasiun, mall, pusat perbelanjaan, dan aksesnya sangat mudah menuju ke Jakarta Selatan.
"
99,16 maret 2021,https://www.rumah123.com/properti/tangerang/hos7566185/,1200,Tangerang ,73,60,3,2,0,0,2,0,2200,SHM,RUMAH CANTIK DAN ELEGAN DI SERPONG,"Perumahan serpong Golden Park 2 terletak di daerah Serpong.
Menganut sistem cluster, memiliki desain minimalis modern yang dipercantik dengan nuansa perbukitan alami.
Semua rumah
secara khusus didesain untuk menjawab permintaan konsumen belakangan ini, yaitu 2 lantai dan dilengkapi dengan 2 carport.

terletak di lokasi yang sangat strategis. Sangat dekat dengan sekolah, universitas, rumah sakit, stasiun, mall, pusat perbelanjaan, dan aksesnya sangat mudah menuju ke Jakarta Selatan.
"
100,11 Maret 2021,https://www.rumah123.com/properti/tangerang/hos7780990/ ,700,Tangerang ,55,100,3,2,1,1,0,0,1300,SHM,RUMAH MURAH Poris Indah 2 LANTAI lt. 55 m2 700 juta,"Jual rumah di Poris Indah siap huni lt. 55, lb. 100. 3 KT, 2 KM. Silahkan telepon untuk janjian sehari sebelumnya untuk survey rumahnya. Terima tituipjual rumah, Ruko, tanah, dll. Untuk lihat iklan kita yang lainnya bisa buka website kita di www. wirawanpramono.agenproperti123.com."
